연번,구인등록일,모집기간,사업장명,모집직종,구인인원,고용형태,임금형태,임금,근무지,입사형태,요구경력,요구학력,전공계열,요구자격증,사업장 주소,기업형태,담당기관,연락처
277,2019-07-19,2019-07-19 ~ 2019-08-15,태양삼차원환경,아파트·빌라 경비원,1,계약직,월급,"1,900,000",,무관,0년0개월,무관,,    ,경기도 구리시 체육관로80번길 32골드프라자 601호 (수택동),중소,구리센터,1588-1519
278,2019-07-19,2019-07-19 ~ 2019-09-18,(주)에이스로지스,사무 보조원(일반사업체),1,상용직,월급,"1,850,000",,무관,무관,무관,,    ,경기도 이천시 마장면 오천로 94-12102호,중소,이천고용센터,1588-1519
279,2019-07-19,2019-07-19 ~ 2019-07-31,(주)다날,청소원,1,시간제,월급,"1,250,000",,무관,무관,무관,,    ,경기도 성남시 분당구 분당로 55퍼스트타워 9층 (서현동),중소,성남고용,1588-1519
280,2019-07-19,2019-07-19 ~ 2019-09-18,주식회사 케이원푸드,경리 사무원,1,상용직,월급,"1,900,000",,무관,무관,무관,,    ,경기도 광주시 목동길 4-1주식회사 케이원푸드,중소,광주센터,1588-1519
281,2019-07-19,2019-07-19 ~ 2019-08-19,미래특수화학(주),화학물 가공장치 조작원,2,상용직,연봉,"25,000,000",,무관,무관,무관,,위험물취급기능사1급  유독물취급기능사  ,경기도 고양시 덕양구 행주로83번길 3-16,중소,고양고용,1588-1519
282,2019-07-19,2019-07-19 ~ 2019-08-15,(주)버스존,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,상용직,월급,"1,590,000",,무관,무관,무관,,    ,강원도 원주시 서원대로 181원주고속버스터미널,중소,원주고용,1588-1519
283,2019-07-19,2019-07-19 ~ 2019-08-05,국립광주과학관,사무 보조원(공공기관),2,계약직,월급,"1,745,150",,무관,무관,고졸,,    ,광주광역시 북구 첨단과기로 235국립광주과학관 (오룡동),중소,광주고용청,1588-1519
284,2019-07-19,2019-07-19 ~ 2019-08-05,국립광주과학관,기타 서비스 단순 종사원,3,계약직,월급,"1,745,150",,무관,무관,고졸,,    ,광주광역시 북구 첨단과기로 235국립광주과학관 (오룡동),중소,광주고용청,1588-1519
285,2019-07-19,2019-07-19 ~ 2019-08-05,국립광주과학관,음료 조리사(바리스타 포함),5,계약직,월급,"1,745,150",,무관,무관,고졸,,    ,광주광역시 북구 첨단과기로 235국립광주과학관 (오룡동),중소,광주고용청,1588-1519
286,2019-07-19,2019-07-19 ~ 2019-09-18,주식회사탑선,토목구조 설계 기술자,1,상용직,월급,"2,500,000",,경력,5년0개월,무관,건축학,    ,전라남도 장성군 동화면 전자농공단지길 32(주)탑선,중소,광주고용청,1588-1519
287,2019-07-19,2019-07-19 ~ 2019-08-16,사단법인더불어사는장애인복지회기전사업단,제조 단순 종사원,1,상용직,시급,"8,350",,무관,무관,무관,,    ,"광주광역시 북구 양일로 180(양산동) B동,C동 (사단법인 더불어사는장애인복지회) (양산동,(주)동천이엠)",중소,광주고용청,1588-1519
288,2019-07-19,2019-07-19 ~ 2019-08-02,(주)대유에이피,자재·구매 사무원(기계·자동차·금속),2,계약직,시급,"8,350",,무관,무관,무관,,자동차운전면허1종보통    ,전라북도 완주군 봉동읍 완주산단8로 66(주)대유에이피,중소,전주고용,1588-1519
289,2019-07-19,2019-07-19 ~ 2019-09-15,(주)아시아,청소원,1,계약직,시급,"8,350",,무관,무관,무관,,    ,전라북도 완주군 봉동읍 테크노밸리로 472,중소,전주고용,1588-1519
290,2019-07-19,2019-07-19 ~ 2019-08-09,농업회사법인 유한회사 삼성농원,식품공학 기술자 및 연구원,1,상용직,연봉,"24,000,000",,무관,무관,석사,생물학,    ,전라북도 익산시 익산대로 460원광대학교 창업보육센터 무빙테크노관) 405 (신동),중소,익산고용,1588-1519
291,2019-07-19,2019-07-19 ~ 2019-09-18,(유)대원산업기술,금속제품 도장기 조작원,12,상용직,시급,"8,350",,무관,무관,무관,,    ,전라남도 영암군 삼호읍 대불로 93,중소,목포고용,1588-1519
292,2019-07-19,2019-07-19 ~ 2019-09-16,(주)핀테크코리아,생산·품질 사무원 및 관리원(전기·전자·컴퓨터),1,상용직,연봉,"30,000,000",,경력,5년0개월,무관,,    ,제주특별자치도 제주시 첨단로 213-4 (영평동),중소,제주특별자치도지사,1588-1519
293,2019-07-19,2019-07-19 ~ 2019-07-31,행복나눔마트협동조합,매장 계산원,1,계약직,월급,"1,100,000",,무관,무관,무관,,    ,제주특별자치도 제주시 원노형로 461층 (노형동),중소,제주특별자치도지사,1588-1519
294,2019-07-19,2019-07-19 ~ 2019-09-18,아라요양병원,간호사,1,상용직,연봉,"29,000,000",,무관,무관,초대졸,간호학,    ,제주특별자치도 제주시 한북로 309,중소,제주특별자치도지사,1588-1519
295,2019-07-19,2019-07-19 ~ 2019-08-09,사회복지법인평화의마을,사회복지사(사회복지시설),1,상용직,연봉,"23,000,000",,무관,무관,무관,,자동차운전면허1종보통  사회복지사  ,제주특별자치도 서귀포시 대정읍 중산간서로 2195-12평화의 마을,중소,서귀포지소,1588-1519
296,2019-07-19,2019-07-19 ~ 2019-08-20,(주)아람인테크,사업체 구내식당 급식 조리사,1,파견근로,월급,"2,050,000",,무관,무관,무관,,    ,서울특별시 강남구 논현로 416운기빌딩 7층 (역삼동),중소,남동산단새일,1588-1519
297,2019-07-19,2019-07-19 ~ 2019-09-18,(주)비오워크,총무 및 일반 사무원,1,상용직,월급,"2,040,000",,무관,무관,고졸,,    ,서울특별시 송파구 법원로11길 7C동 422호 (문정동),중소,정선새일센터,1588-1519
298,2019-07-19,2019-07-19 ~ 2019-09-18,(주)엘스텍엔바이런먼트,기계·금속 제도사(캐드원),1,상용직,연봉,"30,000,000",,경력,2년개월,무관,기계공학,    ,"인천광역시 서구 정서진로 410본부동 디동 216호(오류동, 환경산업연구단지) (오류동)",중소,인천시일자리센터,1588-1519
299,2019-07-19,2019-07-19 ~ 2019-09-18,(주)엘스텍엔바이런먼트,전자공학 기술자 및 연구원,2,상용직,연봉,"30,000,000",,경력,2년개월,고졸,정보·통신공학,    ,"인천광역시 서구 정서진로 410본부동 디동 216호(오류동, 환경산업연구단지) (오류동)",중소,인천시일자리센터,1588-1519
300,2019-07-19,2019-07-19 ~ 2019-09-18,고은요양병원,한식 조리사,1,계약직,월급,"1,900,000",,무관,무관,무관,,2급조리사    ,인천광역시 중구 연안부두로21번길 11-12고은요양병원 (항동7가),중소,인천중구청,1588-1519
301,2019-07-19,2019-07-19 ~ 2019-08-02,주식회사 태룡에스디,보안 관제원(경비 관제원),1,계약직,월급,"2,600,000",,무관,무관,고졸,,    ,경기도 고양시 일산동구 숲속마을1로 26다인타운 304호 태룡에스디 (풍동),중소,고양시청,1588-1519
302,2019-07-19,2019-07-19 ~ 2019-09-18,화영운수(주),버스 운전원,50,계약직,월급,"2,800,000",,무관,무관,무관,,자동차운전면허1종대형    ,경기도 광명시 도덕로 13화영운수 (광명동),중소,광명시청,1588-1519
303,2019-07-19,2019-07-19 ~ 2019-09-18,(주)예가람상호저축은행,은행 사무원(출납창구 제외),1,계약직,연봉,"30,000,000",,경력,1년0개월,대졸,,    ,"서울특별시 강남구 테헤란로 419강남파이낸스플라자2층,5층 (삼성동)",중소,커리어넷,1588-1519
304,2019-07-22,2019-07-22 ~ 2019-07-31,(주)테크프러스,출판·자료 편집 사무원,1,계약직,월급,"1,910,000",,무관,무관,초대졸,,GTQ(그래픽기술자격)  GTQ(그래픽기술자격)  ,서울특별시 서초구 반포대로24길 42-4201호 (서초동),중소,서울동부지사,1588-1519
305,2019-07-22,2019-07-22 ~ 2019-08-16,(주)스몰웨드,가방·신발·엑세서리 디자이너,1,상용직,시급,"8,350",,무관,0년개월,무관,,    ,대구광역시 중구 명륜로 150(대봉동),개인,대구지역본부,1588-1519
306,2019-07-22,2019-07-22 ~ 2019-08-16,학교법인 우산학원,단체 급식 보조원,1,계약직,월급,"1,900,000",,무관,무관,무관,,    ,광주광역시 남구 서문대로663번길 37(진월동),"공사,공공",광주지역본부,1588-1519
307,2019-07-22,2019-07-22 ~ 2019-09-30,천지환경(주),총무 및 일반 사무원,1,상용직,월급,"2,000,000",,무관,무관,초대졸,,    ,전라남도 함평군 함평읍 함영로 1685-151층,중소,전남지사,1588-1519
308,2019-07-22,2019-07-22 ~ 2019-09-20,주식회사 크래프토리,웹 개발자(웹 엔지니어·웹 프로그래머),1,상용직,연봉,"24,000,000",,무관,무관,무관,전산학·컴퓨터공학,    ,서울특별시 중구 청계천로 40CKL기업지원센터 12층 1203호,중소,서울고용,1588-1519
309,2019-07-22,2019-07-22 ~ 2019-08-04,국립중앙의료원 서울중부해바라기센터,사회복지 관리자(부서장),1,계약직,연봉,"32,000,000",,경력,2년0개월,대졸,,    ,서울특별시 중구 을지로 245국립중앙의료원 서울중부해바라기센터,중소,서울고용,1588-1519
310,2019-07-22,2019-07-22 ~ 2019-08-04,국립중앙의료원 서울중부해바라기센터,가족·학교·아동·청소년·노인·중독 등 상담 전문가,1,계약직,연봉,"26,410,000",,경력,0년12개월,대졸,,    ,서울특별시 중구 을지로 245국립중앙의료원 서울중부해바라기센터,중소,서울고용,1588-1519
311,2019-07-22,2019-07-22 ~ 2019-09-21,주식회사 크래프토리,웹 기획자,1,상용직,연봉,"24,000,000",,무관,무관,무관,,    ,서울특별시 중구 청계천로 40CKL기업지원센터 12층 1203호,중소,서울고용,1588-1519
312,2019-07-22,2019-07-22 ~ 2019-09-20,케이지비기업이전서비스,경리 사무원,1,상용직,월급,"1,900,000",,무관,무관,무관,,    ,서울특별시 서초구 논현로13길 101층 (양재동),중소,서초센터,1588-1519
313,2019-07-22,2019-07-22 ~ 2019-07-31,(주)케이티에스솔루션스,기타 경호·보안 종사원,5,상용직,월급,"2,200,000",,무관,무관,무관,,    ,서울특별시 송파구 위례성대로 61405호 (방이동),중소,서울동부고용,1588-1519
314,2019-07-22,2019-07-22 ~ 2019-08-05,(주)비오워크,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",1,계약직,월급,"1,714,400",,경력,1년0개월,무관,,    ,서울특별시 송파구 법원로11길 7C동 422호 (문정동),중소,서울동부고용,1588-1519
315,2019-07-22,2019-07-22 ~ 2019-09-21,(주)엘지유플러스,전산자료 입력원(DB·단순자료),1,계약직,연봉,"24,500,000",,무관,무관,초대졸,정보·통신공학,    ,서울특별시 용산구 한강대로 32 (한강로3가),중소,서울서부고용,1588-1519
316,2019-07-22,2019-07-22 ~ 2019-09-21,한국장애포럼,시민단체 활동가,1,상용직,월급,"2,000,000",,경력,3년0개월,대졸,,    ,서울특별시 영등포구 국회대로28길 17한얼빌딩 3층 (당산동3가),중소,서울남부고용,1588-1519
317,2019-07-22,2019-07-22 ~ 2019-08-31,(주)글로벌금융판매,보험 심사원 및 사무원,1,계약직,월급,"2,300,000",,경력,2년0개월,고졸,,    ,서울특별시 영등포구 경인로 7751동410호 (글로벌금융판매) (문래동3가),중소,서울남부고용,1588-1519
318,2019-07-22,2019-07-22 ~ 2019-08-31,삼우안전관리(주),"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,상용직,월급,"1,197,390",,무관,무관,무관,,    ,서울특별시 금천구 가산디지털2로 98롯데IT캐슬2동207호 (가산동),중소,서울관악고용,1588-1519
319,2019-07-22,2019-07-22 ~ 2019-08-05,(주)케이퍼슨,지게차 운전원,1,계약직,월급,"2,900,000",,무관,무관,무관,,지게차운전기능사  지게차기능사1급  ,"서울특별시 관악구 관악로37길 15401호 (봉천동, 동아타운21아파트)",중소,서울관악고용,1588-1519
320,2019-07-22,2019-07-22 ~ 2019-09-21,대형상운(주),택시 운전원,20,상용직,월급,"1,400,000",,무관,무관,무관,,    ,서울특별시 구로구 경인로 110(대형상운) (오류동),중소,서울관악고용,1588-1519
321,2019-07-22,2019-07-22 ~ 2019-08-31,주식회사에스비시큐리티,경비원(건물 관리원),1,계약직,월급,"2,520,000",,무관,무관,무관,,    ,부산광역시 남구 수영로366번길 14에스비시큐리티 (대연동),중소,부산고용,1588-1519
322,2019-07-22,2019-07-22 ~ 2019-09-21,연산인제요양병원,간호사,1,상용직,연봉,"32,000,000",,무관,무관,무관,,간호사    ,"부산광역시 연제구 과정로 152연산빌딩 4층,5층 (연산동)",중소,부산고용,1588-1519
323,2019-07-22,2019-07-22 ~ 2019-07-31,리노공업(주),머시닝센터(MCT) 조작원,6,상용직,시급,"9,300",,무관,무관,무관,,메카트로닉스기능사    ,부산광역시 강서구 미음산단로105번길 10 (구랑동),중소,부산북부고용센터,1588-1519
324,2019-07-22,2019-07-22 ~ 2019-08-31,김현희안마원,안마사,1,시간제,월급,"1,000,000",,무관,무관,고졸,,안마사    ,부산광역시 사상구 가야대로 330(삼선빌딩4층) 김현희 안마원 (주례동),중소,부산북부고용센터,1588-1519
325,2019-07-22,2019-07-22 ~ 2019-08-09,(주)굿서비스,총무 및 일반 사무원,1,계약직,시급,"8,350",,무관,무관,고졸,,자동차운전면허2종보통    ,부산광역시 북구 금곡대로 458금곡월드프라자빌딩 305호 (금곡동),중소,부산북부고용센터,1588-1519
326,2019-07-22,2019-07-22 ~ 2019-07-29,경상남도마산의료원,방재 기술자 및 연구원,1,상용직,연봉,"26,000,000",,무관,무관,무관,,    ,경상남도 창원시 마산합포구 3·15대로 231 (장군동4가),중소,마산고용,1588-1519
327,2019-07-22,2019-07-22 ~ 2019-09-05,필건축사사무소,건축 제도사(캐드원),1,상용직,월급,"1,750,000",,무관,무관,무관,건축학,건축기사    ,경상남도 하동군 하동읍 군청로 91,중소,하동센터,1588-1519
328,2019-07-22,2019-07-22 ~ 2019-09-21,(주)우주엔비텍,수질 환경 기술자 및 연구원,1,상용직,연봉,"25,000,000",,경력,0년6개월,초대졸,환경학,"대기환경,수질환경산업기사    ",대구광역시 달서구 성서4차첨단로 11 (대천동),중소,대구서부고용,1588-1519
329,2019-07-22,2019-07-22 ~ 2019-09-21,상림판넬플렌트,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",3,시간제,시급,"8,350",,무관,무관,무관,,    ,경상북도 고령군 성산면 오곡길 13,중소,대구달성,1588-1519
330,2019-07-22,2019-07-22 ~ 2019-08-05,주식회사편백가 방이편백집,기타 조리사,2,상용직,월급,"2,100,000",,무관,무관,무관,,    ,대구광역시 중구 달구벌대로 2077현대백화점 지하1층 (계산동2가),중소,대구고용,1588-1519
331,2019-07-22,2019-07-22 ~ 2019-08-01,신보운영관리 주식회사,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,상용직,월급,"2,466,000",,경력,3년0개월,무관,,    ,대구광역시 동구 첨단로8길 15302호,중소,대구동부,1588-1519
332,2019-07-22,2019-07-22 ~ 2019-08-06,티지에스파이프(주),제조 단순 종사원,1,상용직,연봉,"40,000,000",,무관,무관,무관,,    ,경상북도 포항시 남구 대송면 철강산단로34번길 69티지에스파이프(주),중소,포항고용,1588-1519
333,2019-07-22,2019-07-22 ~ 2019-09-21,청담실버요양원,사회복지사,1,상용직,월급,"1,750,000",,무관,무관,무관,,사회복지사    ,경상북도 구미시 산업로 252청담실버요양원 (원평동),중소,구미고용,1588-1519
334,2019-07-22,2019-07-22 ~ 2019-07-31,(사)경북지체장애인협회,사회복지사,1,상용직,연봉,"21,000,000",,무관,0년0개월,초대졸,가족·사회·복지학,사회복지사  건축기사  ,경상북도 안동시 평화7길 47-51층 경북지체장애인협회 (평화동),중소,안동고용,1588-1519
335,2019-07-22,2019-07-22 ~ 2019-08-31,박포갈비,홀서빙원,2,시간제,시급,"9,000",,신입,무관,무관,,    ,인천광역시 연수구 동곡재로49번길 8동춘동 1117-4번지 (청량산 능허리 공용 주차장) (동춘동),중소,인천고용복지+센터,1588-1519
